paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
716,värdlandsavtalet,NN.NEU.SIN.DEF.NOM,|värdlandsavtal|,|,|,|värd..av.1+land..nn.3+avtal..nn.1:3.747e-17|värd..av.1+land..nn.2+avtal..nn.1:3.747e-17|värd..av.1+land..nn.1+avtal..nn.1:3.747e-17|värd..nn.1+land..nn.1+avtal..nn.1:1.891e-17|värd..nn.1+land..nn.3+avtal..nn.1:1.891e-17|värd..nn.1+land..nn.2+avtal..nn.1:1.891e-17|värd..av.1+land..nn.1+av..ab.1+tal..nn.1:9.189e-23|värd..av.1+land..nn.3+av..ab.1+tal..nn.1:9.189e-23|värd..av.1+land..nn.2+av..ab.1+tal..nn.2:9.189e-23|värd..av.1+land..nn.1+av..ab.1+tal..nn.2:9.189e-23|värd..av.1+land..nn.2+av..ab.1+tal..nn.1:9.189e-23|värd..av.1+land..nn.3+av..ab.1+tal..nn.2:9.189e-23|värd..nn.1+land..nn.3+av..ab.1+tal..nn.1:3.910e-23|värd..nn.1+land..nn.2+av..ab.1+tal..nn.1:3.910e-23|värd..nn.1+land..nn.2+av..ab.1+tal..nn.2:3.910e-23|värd..nn.1+land..nn.3+av..ab.1+tal..nn.2:3.910e-23|värd..nn.1+land..nn.1+av..ab.1+tal..nn.2:3.910e-23|värd..nn.1+land..nn.1+av..ab.1+tal..nn.1:3.910e-23|värd..av.1+land..nn.2+sav..nn.1+tal..nn.2:8.966e-25|värd..av.1+land..nn.2+sav..nn.1+tal..nn.1:8.966e-25|värd..nn.1+land..nn.2+sav..nn.1+tal..nn.2:5.150e-25|värd..nn.1+land..nn.2+sav..nn.1+tal..nn.1:5.150e-25|värd..nn.1+land..nn.1+av..av.1+tal..nn.1:1.568e-33|värd..nn.1+land..nn.2+av..av.1+tal..nn.1:1.568e-33|värd..nn.1+land..nn.2+av..av.1+tal..nn.2:1.568e-33|värd..nn.1+land..nn.1+av..av.1+tal..nn.2:1.568e-33|värd..nn.1+land..nn.3+av..av.1+tal..nn.2:1.568e-33|värd..nn.1+land..nn.3+av..av.1+tal..nn.1:1.568e-33|värd..av.1+land..nn.3+av..av.1+tal..nn.2:1.227e-35|värd..av.1+land..nn.2+av..av.1+tal..nn.2:1.227e-35|värd..av.1+land..nn.1+av..av.1+tal..nn.2:1.227e-35|värd..av.1+land..nn.1+av..av.1+tal..nn.1:1.227e-35|värd..av.1+land..nn.3+av..av.1+tal..nn.1:1.227e-35|värd..av.1+land..nn.2+av..av.1+tal..nn.1:1.227e-35|,|värd+lands+avtalet|värd+lands+av+talet|värd+land+sav+talet|,,22,21,PA,-1,Bloggmix 2017,1
716,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,23,22,ET,-1,Bloggmix 2017,1
716,Nato,PM.NOM,|Nato|,|Nato..pm.1|,|NATO..1:-1.000|,|,|,,24,23,PA,-1,Bloggmix 2017,1
716,utan,PP,|utan|,|utan..pp.1|,|utan..1:-1.000|,|,|,,25,20,AA,-1,Bloggmix 2017,1
716,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,26,25,PA,-1,Bloggmix 2017,1
716,gå,VB.INF.AKT,|gå|,|gå..vb.1|,|gå..9:0.464|gå..6:0.187|gå..7:0.172|gå..8:0.057|gå..5:0.024|gå..2:0.020|gå..3:0.020|gå..11:0.018|gå..4:0.018|gå..10:0.011|gå..1:0.010|,|,|,1.0,27,26,IF,-1,Bloggmix 2017,1
716,Kremls,PM.GEN,|Kreml|,|Kreml..pm.1|,|Kreml..1:-1.000|,|,|,,28,29,DT,-1,Bloggmix 2017,1
716,ärenden,NN.NEU.PLU.IND.NOM,|ärende|,|ärende..nn.1|,|ärende..1:0.811|ärende..2:0.189|,|,|,0.0,29,27,OO,-1,Bloggmix 2017,1
716,.,MAD,|,|,|,|,|,,30,2,IP,-1,Bloggmix 2017,1
717,Enligt,PP,|enligt|,|enligt..pp.1|,|enligt..1:-1.000|,|,|,,1,0,ROOT,-1,Bloggmix 2017,0
717,syriska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|syrisk|,|syrisk..av.1|,|syrisk..1:-1.000|,|,|,,2,4,AT,-1,Bloggmix 2017,0
717,statliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|statlig|,|statlig..av.1|,|statlig..1:-1.000|,|,|,0.0,3,4,AT,-1,Bloggmix 2017,0
717,medier,NN.NEU.PLU.IND.NOM,|medium|,|medium..nn.1|medium..nn.2|,|medium..4:0.862|medium..1:0.095|medium..3:0.031|medium..5:0.010|medium..2:0.003|,|,|,0.0,4,1,PA,-1,Bloggmix 2017,0
717,",",MID,|,|,|,|,|,,5,1,IK,-1,Bloggmix 2017,0
717,sade,VB.PRT.AKT,|säga|,|säga..vb.1|,|säga..1:0.858|säga..2:0.141|säga..3:0.001|,|,|,0.0,6,1,+F,-1,Bloggmix 2017,0
717,Syriens,PM.GEN,|Syrien|,|Syrien..pm.1|,|Syrien..1:-1.000|,|,|,,7,8,DT,-1,Bloggmix 2017,0
717,FN-ambassadör,NN.UTR.SIN.IND.NOM,|FN-ambassadör|,|,|,|FN..pma.1+ambassadör..nn.1:1.274e-26|,|FN-+ambassadör|,,8,9,DT,-1,Bloggmix 2017,0
717,Jaafari,PM.NOM,|,|,|,|,|,,9,6,SS,-1,Bloggmix 2017,0
717,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,6,OO,-1,Bloggmix 2017,0
717,frågan,NN.UTR.SIN.DEF.NOM,|fråga|,|fråga..nn.1|,|fråga..2:0.785|fråga..3:0.215|,|,|,0.0,11,14,SS,-1,Bloggmix 2017,0
717,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,12,11,ET,-1,Bloggmix 2017,0
717,federalism,NN.UTR.SIN.IND.NOM,|federalism|,|federalism..nn.1|,|federalism..1:-1.000|,|federal..av.1+ism..nn.1:1.222e-14|,|federal+ism|,,13,12,PA,-1,Bloggmix 2017,0
717,skulle,VB.PRT.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|skulle..nn.1+le..vb.1:5.815e-12|,|skull+le|,0.0,14,10,UA,-1,Bloggmix 2017,0
717,avgöras,VB.INF.SFO,|avgöra|,|avgöra..vb.1|,|avgöra..1:-1.000|,|av..ab.1+göra..vb.1:1.026e-09|av..av.1+göra..vb.1:3.484e-20|,|av+göras|,0.0,15,14,VG,-1,Bloggmix 2017,0
717,"""",PAD,|,|,|,|,|,,16,17,IR,-1,Bloggmix 2017,0
717,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,17,15,AG,-1,Bloggmix 2017,0
717,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,18,19,DT,-1,Bloggmix 2017,0
717,syrier,NN.UTR.PLU.IND.NOM,|syrier|,|syrier..nn.1|,|syrier..1:-1.000|,|,|,,19,20,CJ,-1,Bloggmix 2017,0
717,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,20,17,PA,-1,Bloggmix 2017,0
717,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,21,22,DT,-1,Bloggmix 2017,0
717,unilateralt,JJ.POS.NEU.SIN.IND.NOM,|unilateral|,|unilateral..av.1|,|unilateral..1:-1.000|,|,|,,22,28,MS,-1,Bloggmix 2017,0
717,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,23,22,ET,-1,Bloggmix 2017,0
717,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,24,25,DT,-1,Bloggmix 2017,0
717,grupp,NN.UTR.SIN.IND.NOM,|grupp|,|grupp..nn.1|,|grupp..1:-1.000|,|,|,0.0,25,23,PA,-1,Bloggmix 2017,0
717,"""",PAD,|,|,|,|,|,,26,25,JC,-1,Bloggmix 2017,0
717,",",MID,|,|,|,|,|,,27,22,IK,-1,Bloggmix 2017,0
717,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,28,20,CJ,-1,Bloggmix 2017,0
717,tillade,VB.PRT.AKT,|tillägga|,|tillägga..vb.1|,|tillägga..1:-1.000|,|till..ab.1+lägga..vb.1:8.331e-10|,|till+lade|,0.0,29,28,+F,-1,Bloggmix 2017,0
717,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,30,29,OO,-1,Bloggmix 2017,0
717,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,31,32,DT,-1,Bloggmix 2017,0
717,idéer,NN.UTR.PLU.IND.NOM,|idé|,|idé..nn.1|,|idé..1:-1.000|,|,|,0.0,32,41,SS,-1,Bloggmix 2017,0
717,"""",PAD,|,|,|,|,|,,33,32,IR,-1,Bloggmix 2017,0
717,även,AB,|även|,|även..ab.1|,|även..1:-1.000|,|,|,,34,41,+A,-1,Bloggmix 2017,0
717,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,35,37,DT,-1,Bloggmix 2017,0
717,lika,AB,|lika|,|lika..ab.1|,|lika..1:-1.000|,|,|,,36,37,AA,-1,Bloggmix 2017,0
717,galen,JJ.POS.UTR.SIN.IND.NOM,|galen|,|galen..av.1|,|galen..1:0.727|galen..2:0.273|,|,|,-1.0,37,34,SS,-1,Bloggmix 2017,0
717,som,KN,|,|,|,|,|,,38,37,ET,-1,Bloggmix 2017,0
717,federalism,NN.UTR.SIN.IND.NOM,|federalism|,|federalism..nn.1|,|federalism..1:-1.000|,|federal..av.1+ism..nn.1:1.222e-14|,|federal+ism|,,39,38,UA,-1,Bloggmix 2017,0
717,",",MID,|,|,|,|,|,,40,34,IK,-1,Bloggmix 2017,0
717,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,41,30,UA,-1,Bloggmix 2017,0
717,sättas,VB.INF.SFO,|sätta|,|sätta..vb.1|,|sätta..5:0.476|sätta..1:0.310|sätta..4:0.122|sätta..3:0.049|sätta..2:0.038|sätta..6:0.005|,|sätt..nn.1+ta..vb.1:3.578e-10|sätt..nn.1+tas..vb.1:3.578e-10|sätta..vb.1+ta..vb.1:2.667e-13|sätta..vb.1+tas..vb.1:2.667e-13|,|sätt+tas|,0.0,42,41,VG,-1,Bloggmix 2017,0
717,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,43,42,OA,-1,Bloggmix 2017,0
717,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,44,46,DT,-1,Bloggmix 2017,0
717,demokratisk,JJ.POS.UTR.SIN.IND.NOM,|demokratisk|,|demokratisk..av.1|,|demokratisk..1:-1.000|,|,|,1.0,45,46,AT,-1,Bloggmix 2017,0
717,omröstning,NN.UTR.SIN.IND.NOM,|omröstning|,|omröstning..nn.1|,|omröstning..1:-1.000|,|om..ab.1+röstning..nn.1:1.597e-11|om..nn.1+röstning..nn.1:4.372e-20|,|om+röstning|,0.0,46,43,PA,-1,Bloggmix 2017,0
717,.,MAD,|,|,|,|,|,,47,0,IP,-1,Bloggmix 2017,0
717,"""",PAD,|,|,|,|,|,,48,15,JR,-1,Bloggmix 2017,0
717,"""",PAD,|,|,|,|,|,,1,3,IR,-1,Bloggmix 2017,0
717,Ryssarna,NN.UTR.PLU.DEF.NOM,|ryss|,|ryss..nn.1|,|ryss..1:-1.000|,|,|,0.0,2,3,SS,-1,Bloggmix 2017,0
717,försöker,VB.PRS.AKT,|försöka|,|försöka..vb.1|,|försöka..1:-1.000|,|föra..vb.1+söka..vb.1:3.100e-13|för..nn.1+söka..vb.1:3.853e-16|,|för+söker|,0.0,3,0,ROOT,-1,Bloggmix 2017,0
717,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,0.0,4,3,OO,-1,Bloggmix 2017,0
717,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,5,6,DT,-1,Bloggmix 2017,0
717,överenskommelse,NN.UTR.SIN.IND.NOM,|överenskommelse|,|överenskommelse..nn.1|,|överenskommelse..1:-1.000|,|,|,0.0,6,4,OO,-1,Bloggmix 2017,0
717,som,HP.-.-.-,|,|,|,|,|,,7,8,SS,-1,Bloggmix 2017,0
717,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..3:0.353|kunna..1:0.349|kunna..4:0.245|kunna..2:0.052|,|,|,0.0,8,6,ET,-1,Bloggmix 2017,0
717,antas,VB.INF.SFO,|anta|,|anta..vb.1|,|anta..1:0.922|anta..2:0.078|,|an..ab.1+tas..vb.1:1.497e-10|an..ab.1+ta..vb.1:1.497e-10|,|an+tas|,0.0,9,8,VG,-1,Bloggmix 2017,0
717,både,KN,|både och|,|både_och..knm.1|,|både_och..1:-1.000|,|,|,,10,11,VA,-1,Bloggmix 2017,0
717,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,11,14,DT,-1,Bloggmix 2017,0
717,president,NN.UTR.SIN.IND.NOM,|president|,|president..nn.1|,|president..1:-1.000|,|,|,0.0,12,14,DT,-1,Bloggmix 2017,0
717,Assad,PC.PRF.UTR.SIN.IND.NOM,|,|,|,|,|,,13,14,CJ,-1,Bloggmix 2017,0
717,och,KN,|och|både och:10|,|och..kn.1|både_och..knm.1:10|,|och..1:-1.000|både_och..1:10:-1.000|,|,|,,14,9,SP,-1,Bloggmix 2017,0
717,PYD,PC.PRF.UTR.SIN.IND.NOM,|,|,|,|,|,,15,14,CJ,-1,Bloggmix 2017,0
717,.,MAD,|,|,|,|,|,,16,3,IP,-1,Bloggmix 2017,0
718,The,UO,|,|,|,|,|,,1,0,ROOT,-1,Bloggmix 2017,-1
718,diagnosis,UO,|,|,|,|,|,,2,1,HD,-1,Bloggmix 2017,-1
718,that,UO,|,|,|,|,|,,3,4,DT,-1,Bloggmix 2017,-1
718,led,NN.NEU.SIN.IND.NOM,|led|,|led..nn.2|led..nn.3|,|led..1:1.000|led..4:0.000|led..7:0.000|,|,|,0.0,4,2,SP,-1,Bloggmix 2017,-1
718,to,UO,|,|,|,|,|,,5,4,ET,-1,Bloggmix 2017,-1
718,his,UO,|,|,|,|,|,,6,5,HD,-1,Bloggmix 2017,-1
718,discharge,UO,|,|,|,|,|,,7,6,HD,-1,Bloggmix 2017,-1
718,",",MID,|,|,|,|,|,,8,6,IK,-1,Bloggmix 2017,-1
718,on,UO,|,|,|,|,|,,9,6,AN,-1,Bloggmix 2017,-1
718,crutches,UO,|,|,|,|,|,,10,9,HD,-1,Bloggmix 2017,-1
718,",",MID,|,|,|,|,|,,11,5,IK,-1,Bloggmix 2017,-1
718,was,UO,|,|,|,|,|,,12,14,DT,-1,Bloggmix 2017,-1
718,bilateral,JJ.POS.UTR.SIN.IND.NOM,|bilateral|,|bilateral..av.1|,|bilateral..1:-1.000|,|bi..nn.1+lateral..av.1:7.672e-15|bi..av.1+lateral..av.1:1.079e-22|,|bi+lateral|,,13,14,AT,-1,Bloggmix 2017,-1
718,tibial,NN.UTR.SIN.IND.NOM,|,|,|,|,|,,14,15,DT,-1,Bloggmix 2017,-1
718,stress,NN.UTR.SIN.IND.NOM,|stress|,|stress..nn.1|,|stress..1:-1.000|,|,|,-1.0,15,5,AN,-1,Bloggmix 2017,-1
718,fractures,UO,|,|,|,|,|,,16,15,ET,-1,Bloggmix 2017,-1
718,.,MAD,|,|,|,|,|,,17,16,IP,-1,Bloggmix 2017,-1
718,"""",PAD,|,|,|,|,|,,18,15,JR,-1,Bloggmix 2017,-1
718,Läs,VB.IMP.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.851|läsa..2:0.149|,|,|,0.0,1,4,MS,-1,Bloggmix 2017,-1
718,gärna,AB.POS,|gärna|,|gärna..ab.1|,|gärna..1:-1.000|,|,|,,2,1,MA,-1,Bloggmix 2017,-1
718,vidare,AB.KOM,|vid|vidare|,|vid..av.1|vidare..ab.1|,|vidare..1:0.771|vid..2:0.229|,|,|,,3,1,+A,-1,Bloggmix 2017,-1
718,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,9,MS,-1,Bloggmix 2017,-1
718,ladda,VB.INF.AKT,|ladda|ladda ned|,|ladda..vb.1|ladda_ned..vbm.1|,|ladda..1:0.983|ladda..2:0.017|ladda..3:0.000|ladda_ner..1:-1.000|,|,|,,5,4,+F,-1,Bloggmix 2017,-1
718,ned,PL,|ned|ladda ned:05|,|ned..ab.1|ladda_ned..vbm.1:05|,|ner..1:-1.000|ladda_ner..1:05:-1.000|,|,|,,6,5,PL,-1,Bloggmix 2017,-1
718,sammanfattningen,NN.UTR.SIN.DEF.NOM,|sammanfattning|,|sammanfattning..nn.1|,|sammanfattning..1:-1.000|,|samman..ab.1+fattning..nn.1:9.616e-13|,|samman+fattningen|,0.0,7,5,OO,-1,Bloggmix 2017,-1
718,–,MID,|,|,|,|,|,,8,9,MS,-1,Bloggmix 2017,-1
718,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,9,0,ROOT,-1,Bloggmix 2017,-1
718,se,VB.INF.AKT,|se|se om|,|se..vb.1|se_om..vbm.1|,|se..1:0.260|se..2:0.256|se..4:0.130|se..5:0.115|ses..1:0.110|se..6:0.084|se..3:0.045|se_om..1:-1.000|,|,|,0.0,10,9,MS,-1,Bloggmix 2017,-1
718,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.919|film..2:0.064|film..3:0.016|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fila..vb.1+men..nn.2:1.027e-20|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|,|fil+men|,0.0,11,12,PA,-1,Bloggmix 2017,-1
718,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,12,10,OA,-1,Bloggmix 2017,-1
718,Snowden,PM.NOM,|Snowden|,|Snowden..pm.1|,|Snowden..1:-1.000|,|,|,,13,10,OO,-1,Bloggmix 2017,-1
718,om,SN,|om|se om:10|,|om..sn.1|se_om..vbm.1:10|,|om..2:-1.000|om..3:-1.000|se_om..1:10:-1.000|,|,|,,14,13,UA,-1,Bloggmix 2017,-1
718,Du,PN.UTR.SIN.DEF.SUB,|Du|du|,|Du..pn.1|du..pn.1|,|du..1:-1.000|,|,|,,15,17,SS,-1,Bloggmix 2017,-1
718,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,16,17,,-1,Bloggmix 2017,-1
718,gjort,VB.SUP.AKT,|göra|,|göra..vb.1|,|göra..1:0.882|göra..2:0.077|göra..3:0.041|,|,|,-0.0,17,14,UA,-1,Bloggmix 2017,-1
718,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,18,17,OO,-1,Bloggmix 2017,-1
718,än,AB,|än|,|än..ab.1|,|än..1:-1.000|,|,|,,19,17,AA,-1,Bloggmix 2017,-1
718,.,MAD,|,|,|,|,|,,20,10,IP,-1,Bloggmix 2017,-1
719,Tusentals,AB,|,|,|,|,|,,1,2,AA,-1,Bloggmix 2017,0
719,unga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ung|,|ung..av.1|,|ung..1:-1.000|,|,|,0.0,2,5,SP,-1,Bloggmix 2017,0
719,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,3,2,RA,-1,Bloggmix 2017,0
719,USA,PM.NOM,|USA|,|USA..pma.1|,|USA..1:-1.000|,|,|,,4,3,PA,-1,Bloggmix 2017,0
719,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,0,ROOT,-1,Bloggmix 2017,0
719,positiva,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|positiv|,|positiv..av.1|,|positiv..8:0.839|positiv..1:0.131|positiv..7:0.019|positiv..6:0.008|positiv..2:0.003|,|,|,0.0,6,5,SP,-1,Bloggmix 2017,0
719,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,7,5,OA,-1,Bloggmix 2017,0
719,kommunism,NN.UTR.SIN.IND.NOM,|kommunism|,|kommunism..nn.1|,|kommunism..1:-1.000|,|kommun..nn.1+ism..nn.1:1.068e-11|komma..vb.1+mun..nn.1+ism..nn.1:6.393e-18|,|kommun+ism|kom+mun+ism|,,8,7,PA,-1,Bloggmix 2017,0
719,.,MAD,|,|,|,|,|,,9,5,IP,-1,Bloggmix 2017,0
720,I,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,1,16,AA,-1,Bloggmix 2017,1
720,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,3,DT,-1,Bloggmix 2017,1
720,opinionsundersökning,NN.UTR.SIN.IND.NOM,|opinionsundersökning|,|opinionsundersökning..nn.1|,|opinionsundersökning..1:-1.000|,|opinion..nn.1+undersökning..nn.1:6.800e-12|opinion..nn.1+under..nn.1+ökning..nn.1:4.454e-20|opinion..nn.1+under..nn.1+sökning..nn.1:1.053e-20|,|opinions+undersökning|opinions+unders+ökning|opinions+under+sökning|,,3,1,PA,-1,Bloggmix 2017,1
720,2009,RG.NOM,|,|,|,|,|,,4,3,ET,-1,Bloggmix 2017,1
720,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,5,4,AG,-1,Bloggmix 2017,1
720,BBC,PM.NOM,|BBC|,|BBC..pma.1|,|BBC..1:-1.000|,|,|,,6,5,PA,-1,Bloggmix 2017,1
720,World,PM.NOM,|,|,|,|,|,,7,6,HD,-1,Bloggmix 2017,1
720,Service,PM.NOM,|,|,|,|,|,,8,6,HD,-1,Bloggmix 2017,1
720,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,9,3,ET,-1,Bloggmix 2017,1
720,29,RG.NOM,|,|,|,|,|,,10,11,IG,-1,Bloggmix 2017,1
720,000,RG.NOM,|,|,|,|,|,,11,9,PA,-1,Bloggmix 2017,1
720,svarande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|svara|,|svara..vb.1|,|svara..1:0.776|svara..2:0.224|,|,|,0.0,12,11,PT,-1,Bloggmix 2017,1
720,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,13,12,ET,-1,Bloggmix 2017,1
720,27,RG.NOM,|,|,|,|,|,,14,15,DT,-1,Bloggmix 2017,1
720,länder,NN.NEU.PLU.IND.NOM,|land|,|land..nn.1|,|land..1:-1.000|,|,|,0.0,15,13,PA,-1,Bloggmix 2017,1
720,menade,VB.PRT.AKT,|mena|,|mena..vb.1|,|mena..1:0.868|mena..2:0.132|,|,|,0.0,16,0,ROOT,-1,Bloggmix 2017,1
720,11,RG.NOM,|,|,|,|,|,,17,18,DT,-1,Bloggmix 2017,1
720,%,NN.AN,|%|,|proc..nna.2|,|procent..1:-1.000|,|,|,0.0,18,16,SS,-1,Bloggmix 2017,1
720,menade,VB.PRT.AKT,|mena|,|mena..vb.1|,|mena..1:0.917|mena..2:0.083|,|,|,0.0,19,16,VG,-1,Bloggmix 2017,1
720,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,20,24,CJ,-1,Bloggmix 2017,1
720,kapitalismen,NN.UTR.SIN.DEF.NOM,|kapitalism|,|kapitalism..nn.1|,|kapitalism..1:-1.000|,|kapital..nn.1+ism..nn.1:5.925e-13|kapital..av.1+ism..nn.1:1.892e-16|kapital..nn.1+is..nn.1+men..nn.2:8.594e-17|kapital..nn.1+is..nn.1+men..nn.1:8.594e-17|kapital..nn.1+is..nn.1+m..nn.1:8.594e-17|kapital..av.1+is..nn.1+m..nn.1:7.181e-20|kapital..av.1+is..nn.1+men..nn.1:7.181e-20|kapital..av.1+is..nn.1+men..nn.2:7.181e-20|,|kapital+ismen|kapital+is+men|,,21,22,SS,-1,Bloggmix 2017,1
720,fungerade,VB.PRT.AKT,|fungera|,|fungera..vb.1|,|fungera..1:0.862|fungera..2:0.108|fungera..3:0.030|,|,|,1.0,22,20,UA,-1,Bloggmix 2017,1
720,väl,AB,|väl|,|väl..ab.1|väl_2..ab.1|,|väl..1:1.000|väl..2:0.000|,|,|,,23,22,MA,-1,Bloggmix 2017,1
720,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,24,19,OO,-1,Bloggmix 2017,1
720,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,25,24,CJ,-1,Bloggmix 2017,1
720,ökad,PC.PRF.UTR.SIN.IND.NOM,|öka|,|öka..vb.2|,|öka..2:-1.000|,|,|,0.0,26,27,AT,-1,Bloggmix 2017,1
720,reglering,NN.UTR.SIN.IND.NOM,|reglering|,|reglering..nn.1|,|reglering..1:0.702|reglering..2:0.248|reglering..3:0.050|,|,|,-0.0,27,29,SS,-1,Bloggmix 2017,1
720,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,28,29,,-1,Bloggmix 2017,1
720,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,-0.0,29,25,UA,-1,Bloggmix 2017,1
720,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,30,32,DT,-1,Bloggmix 2017,1
720,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,31,32,AT,-1,Bloggmix 2017,1
720,idé,NN.UTR.SIN.IND.NOM,|idé|,|idé..nn.1|,|idé..1:-1.000|,|,|,-0.0,32,29,SP,-1,Bloggmix 2017,1
720,.,MAD,|,|,|,|,|,,33,16,IP,-1,Bloggmix 2017,1
721,Innan,SN,|innan|,|innan..sn.1|,|innan..1:-1.000|,|,|,,1,0,ROOT,-1,Bloggmix 2017,1
721,ryssarna,NN.UTR.PLU.DEF.NOM,|ryss|,|ryss..nn.1|,|ryss..1:-1.000|,|,|,0.0,2,3,SS,-1,Bloggmix 2017,1
721,började,VB.PRT.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..1:0.611|börja..2:0.389|,|,|,0.0,3,1,UA,-1,Bloggmix 2017,1
721,bomba,VB.INF.AKT,|bomba|,|bomba..vb.1|,|bomba..1:-1.000|,|,|,,4,3,OO,-1,Bloggmix 2017,1
721,oljetransporter,NN.UTR.PLU.IND.NOM,|oljetransport|oljetransporter|,|,|,|olja..nn.1+transport..nn.1:6.867e-13|olja..nn.1+tran..nn.1+porter..nn.1:3.180e-21|olja..nn.1+transa..nn.1+porter..nn.1:3.180e-21|olja..nn.1+trana..nn.1+porter..nn.1:3.180e-21|olja..nn.1+trans..nn.1+porter..nn.1:3.180e-21|olja..nn.1+trana..nn.1+sport..nn.1:1.704e-21|olja..nn.1+tran..nn.1+sport..nn.1:1.704e-21|,|olje+transporter|olje+trans+porter|olje+tran+sporter|,,5,4,OO,-1,Bloggmix 2017,1
721,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.898|ha..3:0.102|,|,|,0.0,6,4,VO,-1,Bloggmix 2017,1
